Identifier,Rated,Votes,Bayesian_Score,Wilson_Score,BTL_Score,DM_Score,My_WRS
Kill Bill: Vol. 1,4.1,1160678,4.09996827465177,4.096499978137406,4.408602150537634,4.099983199547163,4.146640556008049
Casino,4.1,546294,4.09993259832633,4.094894788219346,4.408602150537634,4.0999643052614045,3.922865244577542
The Sixth Sense,4.1,1025791,4.099964103111495,4.0962766057034,4.408602150537634,4.099980990372354,4.109956381865562
V for Vendetta,4.1,1155640,4.0999681363514435,4.096492345732637,4.408602150537634,4.099983126306089,4.14534885857121
Green Book,4.1,536795,4.099931405713009,4.094849716091418,4.408602150537634,4.099963673621461,3.9176566016870416
1917,4.1,643657,4.099942793072003,4.0952975472822875,4.408602150537634,4.0999697045965116,3.971566103366051
Die Hard,4.1,913694,4.099959699324975,4.09605443061907,4.408602150537634,4.099978658179554,4.075593315152006
Finding Nemo,4.1,1085120,4.09996606568556,4.096379986202922,4.408602150537634,4.099982029720079,4.126652349538185
Indiana Jones and the Last Crusade,4.1,792875,4.099953558659393,4.095763940230217,4.408602150537634,4.099975406114417,4.033478146684919
Gone with the Wind,4.1,326995,4.099887402345242,4.093397080391003,4.408602150537634,4.099940366972477,3.770471681387575
A Beautiful Mind,4.1,964171,4.099961809066594,4.096159273253075,4.408602150537634,4.099979775476676,4.091560701822054
Pan's Labyrinth,4.1,689518,4.099946597724952,4.095456933713438,4.408602150537634,4.099971719580057,3.9920035957993925
L.A. Confidential,4.1,602080,4.099938842940892,4.095137557267327,4.408602150537634,4.0999676125464015,3.9517376916042037
Downfall,4.1,367415,4.099899787734887,4.093771862104067,4.408602150537634,4.099946927222252,3.8050792270335307
The Father,4.1,178129,4.099793328618973,4.091044762247667,4.408602150537634,4.099890531846811,3.590099384633511
Unforgiven,4.1,426835,4.099913736720662,4.094222732183471,4.408602150537634,4.0999543154343545,3.84959224552662
Chinatown,4.1,340511,4.09989187105981,4.093529821859719,4.408602150537634,4.099942733968447,3.782498522651885
Monty Python and the Holy Grail,4.1,559051,4.099934136229411,4.09495349984505,4.408602150537634,4.099965119773332,3.929719648748799
The Secret in Their Eyes,4.1,217388,4.099830643677738,4.0918965815190225,4.408602150537634,4.099910300699654,3.6492425823527785
Some Like It Hot,4.1,277309,4.099867231638418,4.0928281594596685,4.408602150537634,4.099929682598066,3.7215322249285814
The Elephant Man,4.1,252235,4.099854036109956,4.09247901077689,4.408602150537634,4.099922692673644,3.6933908496208985
Ran,4.1,132162,4.099721473845037,4.089596969475702,4.408602150537634,4.099852459388501,3.5014690738961707
Tumbbad,4.1,55438,4.099336352004037,4.083898678250985,4.408602150537634,4.099648287430334,3.2435005761681053
For a Few Dollars More,4.1,267551,4.0998623902750735,4.09269813936138,4.408602150537634,4.099927118061265,3.7108951740077663
Gangs of Wasseypur,4.1,101016,4.099635639087329,4.088093157285977,4.408602150537634,4.0998069708278475,3.4216669513305185
Drishyam 2,4.1,40561,4.099093238285193,4.081154200611254,4.408602150537634,4.09951930187842,3.150720797340674
Klaus,4.1,172083,4.099786069492776,4.090888192391693,4.408602150537634,4.099886685881642,3.579845739163563
All About Eve,4.1,135957,4.0997292455535375,4.089743831359577,4.408602150537634,4.099856577573145,3.5098754818285425
Drishyam,4.1,90954,4.099595352951518,4.08744837279724,4.408602150537634,4.0997856176958845,3.3905107067172686
Dial M for Murder,4.1,183959,4.099799876636468,4.091188350152209,4.408602150537634,4.099894001000195,3.59966229453374
Rashomon,4.1,175799,4.099790590222292,4.090985383235949,4.408602150537634,4.099889081022047,3.586189667604927
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,4.1,68163,4.099460154222801,4.085488970729457,4.408602150537634,4.099713942025583,3.304858508434736
Yojimbo,4.1,128099,4.099712643095147,4.089432535688971,4.408602150537634,4.099847779928807,3.4921971430959893
Andhadhun,4.1,99165,4.099628841405029,4.087981976192496,4.408602150537634,4.099803367954018,3.4161754371447213
Miracle in Cell No. 7,4.1,53239,4.099308966203155,4.083567210562997,4.408602150537634,4.0996337615505976,3.2314823774315373
The Treasure of the Sierra Madre,4.1,129879,4.099716579824365,4.089505526383275,4.408602150537634,4.099849866034307,3.4962948544458614
Swades,4.1,95400,4.099614201152435,4.0877458908757,4.408602150537634,4.099795608196635,3.4046819842436267
The Wages of Fear,4.1,64518,4.099429678788254,4.085082121138472,4.408602150537634,4.099697782186197,3.288539564727352
Children of Heaven,4.1,78367,4.099530401571088,4.086472280042233,4.408602150537634,4.099751186648292,3.3462815478528722
Pather Panchali,4.1,36398,4.098989670215101,4.080096767549556,4.408602150537634,4.099464329862923,3.1185649222696084
A Face in the Crowd,4.1,16685,4.097799551837466,4.070484899620181,4.408602150537634,4.098831635710006,2.8869592934847033
Satantango,4.1,12126,4.096975648817345,4.065304033554361,4.408602150537634,4.098392548017475,2.7921947525096984
To Be or Not to Be,4.1,40987,4.09910265126593,4.081253176129337,4.408602150537634,4.099524297423887,3.1538231423304284
Vikram Vedha,4.1,48962,4.099248663592589,4.082859374226555,4.408602150537634,4.099601772622378,3.206615009110422
K.G.F: Chapter 1,4.1,94143,4.09960905268969,4.087663923044777,4.408602150537634,4.099792879296427,3.4007434935952743
The Kid,4.1,131649,4.099720388917152,4.089576629792127,4.408602150537634,4.099851884485089,3.5003142328093744
Z,4.1,30564,4.098797135297575,4.078263379058468,4.408602150537634,4.09936209885832,3.0666935233272454
Sherlock Jr.,4.1,54274,4.099322132022678,4.083725742522678,4.408602150537634,4.099640745039518,3.237199601500704
Close-Up,4.1,21880,4.098320816233469,4.074266424489384,4.408602150537634,4.09910897875257,2.9674448103002065
Baahubali 2: The Conclusion,4.1,109595,4.0996641479319615,4.08857100895038,4.408602150537634,4.09982208029197,3.445871242537733
Ugetsu,4.1,24989,4.098529314269739,4.075937202404995,4.408602150537634,4.099219812755061,3.0068955511772892
A Brighter Summer Day,4.1,11985,4.096940216036559,4.065097568475728,4.408602150537634,4.098373644703919,2.7887220040819316
Lion of the Desert,4.1,16860,4.0978223240685985,4.070640371543116,4.408602150537634,4.098843759264749,2.8900573462216887
My Father and My Son,4.1,89846,4.099590365533505,4.087370798360036,4.408602150537634,4.099782974034791,3.3868712004314383
Zindagi Na Milegi Dobara,4.1,83258,4.099557971623373,4.086877900011259,4.408602150537634,4.099765802337172,3.3642585336733455
Rocco and His Brothers,4.1,20557,4.098213010142184,4.073442129213369,4.408602150537634,4.099051648672308,2.948925024690064
It's Such a Beautiful Day,4.1,15250,4.09759316993464,4.069109845899657,4.408602150537634,4.098721730580137,2.860256861848231
Late Spring,4.1,18433,4.098007655683601,4.071936135793245,4.408602150537634,4.098942401561991,2.916542581073309
Dersu Uzala,4.1,32522,4.098869443079945,4.07893380015727,4.408602150537634,4.099400498047775,3.085131188980191
A Man Escaped,4.1,24115,4.098476122491206,4.075500555127073,4.408602150537634,4.0991915422885565,2.996324376613403
Uri: The Surgical Strike,4.1,69269,4.099468767581759,4.085605998694048,4.408602150537634,4.099718509108756,3.3096378802992357
The Mountain II,4.1,109562,4.099664046819691,4.08856927945016,4.408602150537634,4.09982202670512,3.445781818322022
I Am Cuba,4.1,10253,4.096425846840726,4.062219925576855,4.408602150537634,4.098099044648079,2.742377961225033
Life and a Day,4.1,16857,4.097821937658957,4.070637726888428,4.408602150537634,4.098843553552366,2.890004508135812
Umberto D.,4.1,27372,4.09865711837211,4.077018912848406,4.408602150537634,4.099287723271359,3.03394136905974
Aparajito,4.1,15461,4.097625910644059,4.069324075522988,4.408602150537634,4.098739169791801,2.8643369312934324
Il Sorpasso,4.1,11970,4.096936397670548,4.06507538762058,4.408602150537634,4.098371607515657,2.788350161270683
Rangasthalam 1985,4.1,26685,4.0986226108098,4.076722075990515,4.408602150537634,4.099269389284376,3.026393704030646
I Am a Fugitive from a Chain Gang,4.1,14108,4.097399032349202,4.0678674209571,4.408602150537634,4.098618295188833,2.8371452772537484
Ivan Vasilyevich Changes His Profession,4.1,17796,4.09793654040121,4.07143230056331,4.408602150537634,4.098904555923824,2.9061000837418476
Bhaag Milkha Bhaag,4.1,70761,4.099479960740562,4.085759484163884,4.408602150537634,4.099724443942006,3.315965763774659
Champion,4.1,12840,4.097143173002327,4.066296297669779,4.408602150537634,4.0984818995718175,2.809182405799705
Paan Singh Tomar,4.1,37387,4.09901636081951,4.080363992046627,4.408602150537634,4.099478498074454,3.1265254700697778
Shahid,4.1,17081,4.097850417372015,4.070833258662791,4.408602150537634,4.0988587147372115,2.8939241193637577
Theeran Adhigaram Ondru,4.1,16130,4.097724072929543,4.06997506623649,4.408602150537634,4.098791447164549,2.8769146153994014
Pocket Hercules: Naim Süleymanoglu,4.1,13395,4.097261100780959,4.067011654825488,4.408602150537634,4.098544776119402,2.8217468737893148
Dhuruvangal Pathinaaru,4.1,16493,4.097774013177779,4.070311462680463,4.408602150537634,4.098818038550126,2.8835226838653605
Ustad Hotel,4.1,15548,4.097639152455443,4.06941112408742,4.408602150537634,4.098746222593712,2.866003046882403
Jigarthanda,4.1,12592,4.097087130200918,4.0659613155552465,4.408602150537634,4.098452012383901,2.803391436200106
Vaaranam Aayiram,4.1,13841,4.09734903894608,4.067554781327043,4.408602150537634,4.098591651018345,2.83147208334179
Athadu,4.1,14193,4.097414554518008,4.067965078029329,4.408602150537634,4.098626567122129,2.838928839483925
RangiTaranga,4.1,14784,4.097517561008494,4.068620426502077,4.408602150537634,4.098681452430861,2.8510422047767916
Ballad of a Soldier,4.1,11040,4.096679486023445,4.063612222389644,4.408602150537634,4.098234495246717,2.7643360954222675
The Exorcist,4.05,434150,4.0499209477199445,4.044151501158324,4.354838709677419,4.049955660996648,3.80763024911267
Prisoners,4.05,772534,4.049955571821316,4.0456182177807065,4.354838709677419,4.049975082164137,3.97666614100908
Stand by Me,4.05,427630,4.049919742564534,4.044106979500298,4.354838709677419,4.049954984975505,3.803191811324931
Harry Potter and the Deathly Hallows: Part 2,4.05,918976,4.049962651219879,4.045983071904636,4.354838709677419,4.04997905288575,4.027581735415924
Mad Max: Fury Road,4.05,1050323,4.04996732160861,4.046243014831098,4.354838709677419,4.049981672391862,4.06676719679588
Gone Girl,4.05,1031855,4.049966736763559,4.046209492020701,4.354838709677419,4.0499813443684225,4.0615638274095165
Pirates of the Caribbean: The Curse of the Black Pearl,4.05,1176283,4.049970820762487,4.046450158535492,4.354838709677419,4.049983634960145,4.099989097894962
The Deer Hunter,4.05,352840,4.049902733146306,4.0435108697472675,4.354838709677419,4.049945443466678,3.7468030522518374
The Grand Budapest Hotel,4.05,859685,4.049960075488378,4.045846634050502,4.354838709677419,4.04997760820761,4.008019083967442
Hacksaw Ridge,4.05,568895,4.04993966991537,4.044892367335898,4.354838709677419,4.049966162770258,3.8869161825824774
Jaws,4.05,641151,4.049946468424097,4.045189347743066,4.354838709677419,4.0499699761056585,3.9219881376252945
Blade Runner,4.05,801595,4.049957182418652,4.045698517811486,4.354838709677419,4.049975985528942,3.9874976933761443
"Three Billboards Outside Ebbing, Missouri",4.05,537112,4.049936100282596,4.044743106173159,4.354838709677419,4.04996416050879,3.870053468001777
The Big Lebowski,4.05,839526,4.04995911686375,4.045796980235427,4.354838709677419,4.049977070531046,4.001059020293091
Fargo,4.05,703938,4.049951242776865,4.045409302251582,4.354838709677419,4.049972654035909,3.949391601647976
Ratatouille,4.05,789815,4.0499565438397696,4.045666502939289,4.354838709677419,4.049975627358132,3.9831551689740574
The Terminator,4.05,901362,4.049961921407747,4.045943949767803,4.354838709677419,4.049978643549187,4.021905103851009
Dead Poets Society,4.05,523186,4.049934399582598,4.044673454152449,4.354838709677419,4.049963206553629,3.8623480841764546
Ford v Ferrari,4.05,438351,4.04992170524246,4.044179659061876,4.354838709677419,4.049956085921032,3.810454874005334
The Wizard of Oz,4.05,417266,4.049917749379367,4.044034069602571,4.354838709677419,4.049953866911431,3.7959953900368975
Catch Me If You Can,4.05,1050603,4.049967330317431,4.046243516263015,4.354838709677419,4.049981677276396,4.066845380913321
The Handmaiden,4.05,163305,4.049789877873343,4.040449963974471,4.354838709677419,4.0498821260180025,3.5208317319814757
The Help,4.05,480309,4.049928544068082,4.044440268198815,4.354838709677419,4.049959922050991,3.8372671051643388
Inside Out,4.05,755466,4.049954568136214,4.045568908682199,4.354838709677419,4.049974519207223,3.970113016065044
Into the Wild,4.05,643907,4.049946697527941,4.04519967370048,4.354838709677419,4.049970104610568,3.923246275240567
Trainspotting,4.05,710439,4.049951688907217,4.045430393095723,4.354838709677419,4.049972904268317,3.9520880313244833
Logan,4.05,805177,4.049957372889881,4.04570811299008,4.354838709677419,4.049976092361726,3.9888054989341857
Rush,4.05,500281,4.049931396415573,4.044552619664755,4.354838709677419,4.0499615220094105,3.8492170237924457
Memories of Murder,4.05,203897,4.049831698921778,4.041456703366524,4.354838709677419,4.049905591901992,3.58594704960816
Rocky,4.05,610802,4.0499438088113,4.045071049539326,4.354838709677419,4.04996848431665,3.907764442619355
The Sound of Music,4.05,249814,4.049862627269234,4.042284227247441,4.354838709677419,4.049922944211609,3.6455205691547587
"Lock, Stock and Two Smoking Barrels",4.05,603358,4.049943115603373,4.045040676748522,4.354838709677419,4.049968095491437,3.904167720854726
"Monsters, Inc.",4.05,950952,4.049963907015968,4.04605129238466,4.354838709677419,4.049979757234028,4.037614319215106
Spotlight,4.05,490112,4.049929973151733,4.0444962738602666,4.354838709677419,4.049960723663941,3.843193415202782
Platoon,4.05,429070,4.049920011884788,4.04411689989394,4.354838709677419,4.049955136048476,3.8041778746214137
12 Years a Slave,4.05,725877,4.049952716319961,4.045479336153078,4.354838709677419,4.049973480538159,3.9583936663782273
Room,4.05,439005,4.04992182186742,4.044184006153003,4.354838709677419,4.049956151340516,3.810892167142532
How to Train Your Dragon,4.05,776835,4.049955817785129,4.045630385919871,4.354838709677419,4.049975220122548,3.9782946374305572
Warrior,4.05,488106,4.0499296853874585,4.044484950994217,4.354838709677419,4.049960562249161,3.8419904123064326
In the Mood for Love,4.05,160782,4.049786581650418,4.040375039282724,4.354838709677419,4.049880276390504,3.516264706794259
Before Sunrise,4.05,328260,4.049895450945752,4.043271660936996,4.354838709677419,4.049941358353769,3.7256228529509543
Barry Lyndon,4.05,177385,4.049806551694987,4.0408382320604,4.354838709677419,4.049891482045211,3.545090002245339
Portrait of a Lady on Fire,4.05,102954,4.049666765368335,4.037960402700437,4.354838709677419,4.049813032372109,3.3855133183726056
The Man Who Shot Liberty Valance,4.05,80243,4.049572509434197,4.036353983841946,4.354838709677419,4.04976011863224,3.3124121057777427
Raging Bull,4.05,369722,4.049907173880121,4.043661132049394,4.354838709677419,4.049947934557119,3.760511815991051
Mr. Smith Goes to Washington,4.05,119168,4.049712086262142,4.038813170121641,4.354838709677419,4.049838470123266,3.4284115603778123
La haine,4.05,187772,4.049817249842937,4.041096151164895,4.354838709677419,4.049897484782481,3.561781563862565
My Neighbor Totoro,4.05,362480,4.04990531955976,4.043597961555342,4.354838709677419,4.049946894354249,3.7547093546043357
Gran Torino,4.05,799209,4.04995705459682,4.045692090577731,4.354838709677419,4.049975913835343,3.986623306298052
The Iron Giant,4.05,216677,4.049841623332579,4.041713328143385,4.354838709677419,4.0499111601332825,3.6037787092087106
Ben-Hur,4.05,248207,4.049861738037598,4.0422592127750665,4.354838709677419,4.049922445328993,3.6436276169118402
Million Dollar Baby,4.05,708199,4.0499515361122995,4.04542315882513,4.354838709677419,4.049972818566402,3.9511617394560767
Stalker,4.05,140656,4.049756055178883,4.03970671960619,4.354838709677419,4.0498631461456975,3.477038633795695
"Paris, Texas",4.05,113501,4.049697717325254,4.038536038632155,4.354838709677419,4.049830405441122,3.4141203658660855
Wild Tales,4.05,209846,4.049836469013226,4.0415790826260345,4.354838709677419,4.049908268247471,3.594382588168752
Network,4.05,165993,4.049793279451709,4.040527896929953,4.354838709677419,4.049884034747406,3.525620445462998
The Seventh Seal,4.05,193422,4.049822586730897,4.041227617689316,4.354838709677419,4.04990047925057,3.5704772447164794
